거래소코드,회사명,회계년도,label,pred,proba1
110990,디아이티(주),2020/12,0.0,0.0,0.45
111110,호전실업(주),2020/12,1.0,1.0,0.63
111610,(주)승화프리텍,2012/12,0.0,0.0,0.02
111820,(주)지유온,2014/12,1.0,1.0,0.84
111870,케이에이치전자(주),2019/12,0.0,0.0,0.02
112240,(주)에스에프씨,2015/12,1.0,1.0,0.86
112610,씨에스윈드(주),2016/12,1.0,1.0,0.94
113810,디젠스(주),2013/12,0.0,0.0,0.14
114090,그랜드코리아레저(주),2020/12,0.0,0.0,0.42
114190,(주)강원에너지,2016/12,0.0,0.0,0.29
114450,그린생명과학(주),2013/12,0.0,0.0,0.16
114570,지스마트글로벌(주),2012/12,0.0,0.0,0.17
114630,(주)폴라리스우노,2019/12,1.0,1.0,0.82
114810,한솔아이원스(주),2015/12,0.0,0.0,0.1
115160,(주)휴맥스,2017/12,0.0,0.0,0.31
115440,(주)우리넷,2018/12,1.0,1.0,0.99
115450,에이치엘비테라퓨틱스(주),2012/12,0.0,0.0,0.39
115480,(주)씨유메디칼시스템,2013/12,0.0,1.0,0.76
115530,(주)씨엔플러스,2013/12,0.0,0.0,0.23
115570,(주)스타플렉스,2012/12,1.0,1.0,0.87
115610,(주)이미지스테크놀로지,2012/12,1.0,1.0,0.79
117670,(주)알파홀딩스,2016/12,0.0,0.0,0.42
117730,(주)티로보틱스,2019/12,1.0,1.0,0.82
117930,(주)한진해운,2012/12,0.0,0.0,0.27
118000,(주)에스메디,2012/12,0.0,0.0,0.42
118990,모트렉스(주),2018/12,0.0,1.0,0.62
119650,케이씨코트렐(주),2013/12,0.0,1.0,0.51
119830,아이텍(주),2019/12,1.0,1.0,0.94
121440,(주)골프존뉴딘홀딩스,2015/12,1.0,1.0,0.98
121600,(주)나노신소재,2012/12,1.0,1.0,0.98
121800,(주)비덴트,2015/12,0.0,0.0,0.35
121850,(주)코이즈,2013/12,0.0,0.0,0.49
121890,(주)에스디시스템,2013/12,1.0,1.0,0.87
122350,(주)삼기,2018/12,0.0,0.0,0.25
122640,(주)예스티,2018/12,0.0,1.0,0.54
122690,(주)서진오토모티브,2017/12,0.0,1.0,0.52
122800,(주)썬테크놀로지스,2013/12,1.0,1.0,0.9
122870,(주)와이지엔터테인먼트,2019/12,1.0,1.0,0.98
123010,(주)아이윈플러스,2017/12,0.0,0.0,0.24
123040,(주)엠에스오토텍,2012/12,1.0,1.0,0.78
123100,(주)원익테라세미콘,2013/12,1.0,1.0,0.96
123260,(주)파인넥스,2012/12,0.0,0.0,0.18
123330,(주)제닉,2017/12,0.0,0.0,0.09
123410,코리아에프티(주),2017/12,1.0,1.0,0.93
123690,한국화장품(주),2012/12,0.0,0.0,0.26
123750,(주)알톤스포츠,2015/12,0.0,0.0,0.5
123840,(주)한일진공,2014/12,1.0,1.0,0.76
123860,(주)아나패스,2018/12,0.0,1.0,0.52
126870,(주)뉴로스,2014/12,0.0,1.0,0.56
126880,제이엔케이히터(주),2013/12,0.0,1.0,0.55
127120,(주)디엔에이링크,2013/12,0.0,0.0,0.18
127160,(주)매직마이크로,2016/12,0.0,0.0,0.3
128540,에코캡(주),2019/12,0.0,1.0,0.54
128820,대성산업(주),2012/12,0.0,0.0,0.38
129260,인터지스(주),2019/12,1.0,1.0,0.73
129890,(주)앱코,2021/12,0.0,1.0,0.52
130740,(주)티피씨,2018/12,0.0,0.0,0.37
130960,씨제이이앤엠(주),2014/12,1.0,1.0,0.87
131090,(주)시큐브,2014/12,1.0,1.0,0.85
131100,(주)티엔엔터테인먼트,2012/12,0.0,0.0,0.39
131220,(주)대한과학,2015/12,1.0,1.0,0.81
131290,(주)티에스이,2015/12,0.0,1.0,0.8
131370,알서포트(주),2015/12,0.0,0.0,0.35
131390,(주)원익피앤이,2014/12,1.0,1.0,0.79
131400,(주)이브이첨단소재,2014/12,0.0,1.0,0.53
131760,(주)파인텍,2016/12,1.0,1.0,0.97
133750,메가엠디(주),2017/12,1.0,1.0,0.99
133820,(주)화인베스틸,2019/12,0.0,0.0,0.28
134060,(주)이퓨쳐,2012/12,1.0,1.0,0.79
134580,(주)탑코미디어,2016/12,0.0,1.0,0.51
134780,(주)화진,2018/12,0.0,0.0,0.11
134790,(주)시디즈,2013/12,0.0,1.0,0.53
136480,(주)하림,2012/12,1.0,1.0,0.73
136510,(주)스마트솔루션즈,2012/12,1.0,1.0,0.74
137400,(주)피엔티,2015/12,1.0,1.0,0.97
137940,(주)넥스트아이,2017/12,1.0,1.0,0.92
137950,제이씨케미칼(주),2014/12,1.0,1.0,0.85
138070,(주)신진에스엠,2020/12,1.0,0.0,0.4
138080,(주)오이솔루션,2017/12,0.0,1.0,0.65
138360,(주)협진,2016/12,1.0,1.0,0.93
138490,코오롱플라스틱(주),2013/12,1.0,1.0,0.84
138610,(주)나이벡,2012/12,0.0,0.0,0.15
139050,(주)비에프랩스,2016/12,0.0,0.0,0.46
140410,(주)메지온,2013/12,0.0,0.0,0.24
140520,(주)대창스틸,2016/12,1.0,1.0,0.83
140670,알에스오토메이션(주),2019/12,0.0,1.0,0.84
141000,(주)비아트론,2014/12,1.0,1.0,0.85
141070,(주)맥스로텍,2013/12,1.0,1.0,0.74
141080,(주)레고켐바이오사이언스,2015/12,0.0,0.0,0.3
142280,(주)녹십자엠에스,2016/12,0.0,0.0,0.41
142760,(주)비엘,2017/12,0.0,0.0,0.18
143160,(주)아이디스,2016/12,0.0,1.0,0.61
143210,핸즈코퍼레이션(주),2020/12,0.0,1.0,0.7
143540,(주)영우디에스피,2018/12,1.0,1.0,0.68
144510,(주)지씨셀,2019/12,1.0,1.0,1.0
144620,코오롱머티리얼(주),2014/12,0.0,0.0,0.5
145210,(주)다이나믹디자인,2017/12,0.0,0.0,0.31
147760,(주)피엠티,2018/12,0.0,0.0,0.46
148140,비디아이(주),2019/12,0.0,0.0,0.37
148150,(주)세경하이테크,2020/12,1.0,1.0,0.61
149940,(주)모다,2014/12,0.0,0.0,0.24
149950,(주)아바텍,2021/12,0.0,1.0,0.8
149980,(주)하이로닉,2018/12,1.0,1.0,0.96
150840,(주)인트로메딕,2015/12,0.0,0.0,0.21
151910,에스비더블유생명과학(주),2015/12,0.0,0.0,0.24
153460,(주)네이블커뮤니케이션즈,2017/12,0.0,0.0,0.25
153490,우리이앤엘(주),2014/12,0.0,1.0,0.68
153710,(주)옵티팜,2019/12,0.0,0.0,0.36
154040,(주)다산솔루에타,2016/12,0.0,1.0,0.51
155650,와이엠씨(주),2019/12,1.0,1.0,0.8
155960,(주)지디,2015/12,0.0,0.0,0.32
156100,(주)엘앤케이바이오메드,2017/12,0.0,0.0,0.15
158310,참존글로벌(주),2014/12,0.0,1.0,0.57
159580,(주)제로투세븐,2014/12,0.0,1.0,0.68
159910,(주)스킨앤스킨,2013/12,0.0,0.0,0.16
160550,(주)넥스트엔터테인먼트월드,2017/12,0.0,0.0,0.4
160600,(주)이큐셀,2016/12,1.0,1.0,0.8
161570,(주)더 미동,2016/12,0.0,0.0,0.39
161580,(주)필옵틱스,2018/12,0.0,0.0,0.28
166480,코아스템켐온(주),2016/12,0.0,0.0,0.27
168330,(주)내츄럴엔도텍,2015/12,0.0,0.0,0.23
170030,(주)현대공업,2018/12,1.0,1.0,0.94
170790,(주)파이오링크,2015/12,1.0,1.0,0.79
170920,엘티씨(주),2016/12,1.0,1.0,0.95
171010,램테크놀러지(주),2014/12,0.0,0.0,0.39
171090,(주)선익시스템,2021/12,1.0,0.0,0.48
173940,(주)에프엔씨엔터테인먼트,2016/12,1.0,1.0,0.97
174880,(주)장원테크,2019/12,0.0,0.0,0.35
174900,앱클론(주),2018/12,1.0,1.0,0.76
175140,(주)인포마크,2017/12,0.0,0.0,0.41
175250,아이큐어(주),2019/12,0.0,1.0,0.52
177350,(주)베셀,2019/12,0.0,0.0,0.13
177830,(주)파버나인,2015/12,1.0,1.0,0.74
178320,(주)서진시스템,2020/12,1.0,1.0,0.65
178780,(주)일월지엠엘,2016/12,0.0,0.0,0.3
179900,(주)유티아이,2021/12,0.0,1.0,0.57
180400,디엑스앤브이엑스(주),2016/12,0.0,0.0,0.36
180640,(주)한진칼,2019/12,0.0,0.0,0.39
181340,(주)이즈미디어,2019/12,0.0,0.0,0.47
182400,(주)엔케이맥스,2016/12,0.0,0.0,0.15
182690,마이크로로봇(주),2016/12,0.0,0.0,0.33
183490,(주)엔지켐생명과학,2019/12,0.0,0.0,0.3
184230,에스지에이솔루션즈(주),2018/12,0.0,0.0,0.43
185490,아이진(주),2018/12,0.0,0.0,0.14
187220,(주)디티앤씨,2019/12,0.0,0.0,0.27
187270,(주)신화콘텍,2015/12,1.0,1.0,0.77
187420,(주)제노포커스,2018/12,0.0,0.0,0.25
187790,(주)나노,2016/12,0.0,0.0,0.33
189860,(주)서전기전,2015/12,1.0,1.0,0.91
190510,(주)나무가,2016/12,0.0,1.0,0.54
191410,(주)육일씨엔에쓰,2016/12,1.0,1.0,0.9
191420,테고사이언스(주),2021/12,1.0,0.0,0.32
192390,(주)윈하이텍,2019/12,0.0,0.0,0.3
192410,휴림네트웍스(주),2016/12,1.0,1.0,0.99
193250,(주)와이제이엠게임즈,2017/12,0.0,0.0,0.45
194480,데브시스터즈(주),2015/12,0.0,0.0,0.3
194510,(주)파티게임즈,2018/12,1.0,1.0,0.67
194610,(주)우성아이비,2016/12,0.0,0.0,0.41
195440,(주)퓨전,2017/12,0.0,0.0,0.5
195500,(주)마니커에프앤지,2021/12,0.0,1.0,0.88
195990,(주)에이비프로바이오,2017/12,0.0,0.0,0.13
196170,(주)알테오젠,2016/12,0.0,0.0,0.22
196300,애니젠(주),2018/12,0.0,0.0,0.24
196450,(주)코아시아씨엠,2015/12,0.0,1.0,0.63
196490,(주)디에이테크놀로지,2019/12,0.0,0.0,0.29
196700,(주)웹스,2018/12,0.0,0.0,0.25
197140,(주)디지캡,2021/12,1.0,0.0,0.4
198440,(주)고려시멘트,2019/12,1.0,1.0,1.0
200230,(주)텔콘알에프제약,2015/12,0.0,1.0,0.64
200470,(주)에이팩트,2015/12,0.0,0.0,0.5
200710,(주)에이디테크놀로지,2016/12,0.0,1.0,0.7
200780,(주)비씨월드제약,2019/12,0.0,0.0,0.37
200880,(주)서연이화,2017/12,0.0,0.0,0.45
203690,(주)스피어파워,2017/12,0.0,0.0,0.38
204020,(주)그리티,2021/12,1.0,1.0,0.57
204270,(주)제이앤티씨,2021/12,0.0,0.0,0.3
204620,글로벌텍스프리(주),2020/12,0.0,0.0,0.38
204630,(주)스튜디오산타클로스엔터테인먼트,2016/12,0.0,1.0,0.56
204840,지엘팜텍(주),2017/12,0.0,0.0,0.21
204990,(주)코썬바이오,2017/12,0.0,1.0,0.52
205470,휴마시스(주),2018/12,0.0,0.0,0.29
206400,(주)베노티앤알,2021/12,0.0,0.0,0.4
206650,(주)유바이오로직스,2020/12,0.0,0.0,0.28
208140,(주)정다운,2020/12,1.0,0.0,0.48
208350,(주)지란지교시큐리티,2020/12,0.0,1.0,0.6
208370,(주)셀바스헬스케어,2017/12,0.0,0.0,0.11
208710,(주)바이오로그디바이스,2020/12,0.0,0.0,0.28
208860,(주)엔지스테크널러지,2019/12,0.0,0.0,0.26
212560,(주)네오오토,2019/12,1.0,1.0,0.88
214260,(주)라파스,2020/12,0.0,0.0,0.4
214270,(주)에프에스엔,2020/12,1.0,0.0,0.39
214310,(주)에스엘에너지,2016/12,0.0,0.0,0.28
214330,(주)금호에이치티,2019/12,0.0,0.0,0.45
214390,(주)경보제약,2021/12,0.0,0.0,0.26
214420,(주)토니모리,2017/12,0.0,1.0,0.55
214430,아이쓰리시스템(주),2019/12,1.0,1.0,0.95
214610,(주)미코바이오메드,2021/12,0.0,0.0,0.24
214680,(주)디알텍,2017/12,1.0,1.0,0.88
214870,뉴지랩파마(주),2016/12,0.0,1.0,0.67
215090,(주)휴센텍,2019/12,0.0,0.0,0.44
215100,(주)로보로보,2020/12,0.0,0.0,0.42
215360,우리산업(주),2021/12,0.0,0.0,0.4
215380,(주)우정바이오,2018/12,1.0,1.0,0.95
215480,(주)토박스코리아,2018/12,1.0,1.0,0.88
215790,(주)이노인스트루먼트,2018/12,0.0,0.0,0.45
216080,(주)제테마,2020/12,0.0,0.0,0.5
217190,제너셈(주),2016/12,0.0,1.0,0.53
217270,(주)넵튠,2017/12,0.0,0.0,0.21
217480,(주)에스디생명공학,2019/12,0.0,0.0,0.48
217620,(주)디딤이앤에프,2020/12,0.0,0.0,0.35
217730,(주)강스템바이오텍,2016/12,0.0,0.0,0.18
218410,알에프에이치아이씨(주),2020/12,1.0,1.0,0.53
219550,(주)디와이디,2019/12,0.0,0.0,0.33
219750,(주)지티지웰니스,2019/12,0.0,0.0,0.15
220100,(주)퓨쳐켐,2017/12,0.0,0.0,0.36
220180,(주)핸디소프트,2017/12,0.0,0.0,0.37
221610,자안바이오(주),2018/12,1.0,1.0,0.7
221840,하이즈항공(주),2016/12,1.0,1.0,0.74
222040,코스맥스엔비티(주),2019/12,0.0,0.0,0.2
222080,씨아이에스(주),2018/12,1.0,1.0,0.78
222110,(주)팬젠,2017/12,0.0,0.0,0.29
222420,(주)쎄노텍,2018/12,0.0,0.0,0.4
222800,(주)심텍,2019/12,1.0,1.0,0.77
222810,(주)세토피아,2017/12,0.0,0.0,0.2
223310,커머스마이너 (주),2016/12,0.0,1.0,0.66
224060,(주)더코디,2016/12,0.0,0.0,0.18
225430,케이엠제약(주),2019/12,1.0,1.0,0.88
225650,(주)쿠첸,2017/12,1.0,1.0,0.9
226340,(주)본느,2020/12,0.0,1.0,0.6
226350,(주)아이엠텍,2017/12,0.0,0.0,0.17
226360,케이에이치건설(주),2020/12,0.0,0.0,0.42
226400,(주)오스테오닉,2019/12,0.0,0.0,0.28
226440,(주)한송네오텍,2020/12,0.0,0.0,0.37
226950,올릭스(주),2019/12,0.0,0.0,0.16
227100,(주)에이치앤비디자인,2019/12,0.0,1.0,0.73
227610,(주)아우딘퓨쳐스,2019/12,0.0,1.0,0.51
228340,동양파일(주),2018/12,0.0,1.0,0.62
228760,(주)지노믹트리,2020/12,0.0,0.0,0.19
229000,(주)젠큐릭스,2021/12,0.0,0.0,0.05
230240,(주)에치에프알,2020/12,1.0,0.0,0.31
230980,비유테크놀러지,2017/12,0.0,0.0,0.36
232140,와이아이케이(주),2019/12,1.0,1.0,0.78
234100,(주)폴라리스세원,2021/12,1.0,1.0,0.56
234300,에스트래픽(주),2018/12,0.0,0.0,0.16
234920,자이글(주),2018/12,0.0,0.0,0.5
237690,에스티팜(주),2018/12,0.0,0.0,0.3
237880,(주)클리오,2018/12,1.0,1.0,0.96
238120,(주)얼라인드제네틱스,2017/12,0.0,0.0,0.22
238200,(주)비피도,2020/12,0.0,1.0,0.77
238490,(주)힘스,2018/12,1.0,1.0,0.9
241590,(주)화승엔터프라이즈,2021/12,1.0,1.0,0.59
241820,피씨엘(주),2018/12,0.0,0.0,0.22
241840,(주)에이스토리,2020/12,1.0,1.0,0.51
242040,나무기술(주),2018/12,1.0,1.0,0.82
244460,올리패스(주),2020/12,0.0,0.0,0.21
245620,이원다이애그노믹스(주),2019/12,0.0,0.0,0.11
246710,(주)티앤알바이오팹,2019/12,0.0,0.0,0.22
246720,(주)아스타,2018/12,0.0,0.0,0.19
246960,(주)이노테라피,2020/12,0.0,0.0,0.34
249420,일동제약(주),2019/12,1.0,1.0,0.78
250060,(주)모비스,2018/12,0.0,0.0,0.25
250930,(주)예선테크,2021/12,0.0,0.0,0.44
254120,(주)자비스,2020/12,0.0,0.0,0.24
255220,에스지이(주),2021/12,0.0,1.0,0.52
256840,(주)한국비엔씨,2021/12,0.0,0.0,0.21
256940,(주)케이피에스,2019/12,0.0,1.0,0.72
257370,(주)피엔티 엠에스,2020/12,0.0,0.0,0.2
258610,(주)케일럼,2019/12,0.0,0.0,0.28
258830,(주)세종메디칼,2020/12,0.0,0.0,0.47
259630,(주)엠플러스,2021/12,0.0,0.0,0.44
260930,(주)씨티케이,2021/12,0.0,0.0,0.38
261200,(주)덴티스,2021/12,1.0,0.0,0.5
262260,(주)에이프로,2021/12,0.0,1.0,0.54
263540,(주)어스앤에어로스페이스,2018/12,0.0,1.0,0.55
263800,(주)데이타솔루션,2018/12,1.0,1.0,0.78
263920,(주)휴엠앤씨,2018/12,0.0,0.0,0.41
265560,영화테크(주),2019/12,1.0,1.0,0.86
267250,HD현대(주),2020/12,1.0,0.0,0.48
267260,에이치디현대일렉트릭(주),2018/12,0.0,0.0,0.36
267320,(주)나인테크,2021/12,1.0,0.0,0.14
267790,(주)배럴,2020/12,0.0,1.0,0.55
268600,(주)셀리버리,2021/12,0.0,0.0,0.14
269620,(주)시스웍,2020/12,0.0,0.0,0.3
271980,제일약품(주),2019/12,1.0,1.0,1.0
272450,(주)진에어,2019/12,0.0,0.0,0.28
274090,켄코아에어로스페이스(주),2021/12,1.0,0.0,0.16
277880,(주)티에스아이,2021/12,1.0,1.0,0.59
279600,미디어젠(주),2021/12,0.0,1.0,0.58
286750,(주)나노브릭,2020/12,0.0,0.0,0.22
289010,(주)아이스크림에듀,2020/12,0.0,1.0,0.57
290520,(주)신도기연,2021/12,0.0,1.0,0.56
290660,(주)네오펙트,2019/12,0.0,0.0,0.03
290670,대보마그네틱(주),2020/12,1.0,1.0,0.56
290740,(주)액트로,2021/12,0.0,1.0,0.71
291650,(주)압타머사이언스,2021/12,0.0,0.0,0.19
294090,이오플로우(주),2021/12,0.0,0.0,0.17
294140,(주)레몬,2021/12,0.0,0.0,0.06
294630,(주)서남,2021/12,0.0,0.0,0.19
297090,씨에스베어링(주),2021/12,0.0,0.0,0.38
298040,효성중공업(주),2020/12,1.0,0.0,0.29
298050,효성첨단소재(주),2020/12,1.0,0.0,0.28
298060,에스씨엠생명과학(주),2021/12,0.0,0.0,0.25
298690,에어부산(주),2019/12,0.0,0.0,0.14
299030,(주)하나기술,2021/12,1.0,0.0,0.36
299900,(주)위지윅스튜디오,2021/12,0.0,1.0,0.54
300120,라온피플(주),2020/12,0.0,0.0,0.36
301300,(주)바이브컴퍼니,2021/12,0.0,0.0,0.37
302430,(주)이노메트리,2020/12,1.0,1.0,0.77
304840,(주)피플바이오,2021/12,0.0,0.0,0.22
305090,(주)마이크로디지탈,2020/12,0.0,0.0,0.1
306620,(주)네온테크,2021/12,0.0,0.0,0.38
307180,(주)아이엘사이언스,2020/12,1.0,0.0,0.16
308100,(주)까스텔바작,2021/12,0.0,0.0,0.5
311690,씨제이바이오사이언스(주),2020/12,0.0,0.0,0.09
312610,에이에프더블류(주),2021/12,0.0,0.0,0.22
313760,(주)윌링스,2020/12,0.0,1.0,0.76
314130,(주)지놈앤컴퍼니,2021/12,0.0,0.0,0.16
317120,(주)라닉스,2020/12,0.0,0.0,0.43
317240,(주)티에스트릴리온,2021/12,0.0,0.0,0.14
317530,(주)캐리소프트,2020/12,0.0,1.0,0.52
317690,(주)퀀타매트릭스,2021/12,0.0,0.0,0.19
317770,(주)엑스페릭스,2020/12,1.0,0.0,0.3
317830,(주)에스피시스템스,2021/12,1.0,0.0,0.42
317850,대모엔지니어링(주),2020/12,1.0,0.0,0.46
317870,(주)엔바이오니아,2020/12,0.0,0.0,0.18
322180,(주)티라유텍,2020/12,0.0,0.0,0.29
322510,(주)제이엘케이,2020/12,0.0,0.0,0.23
323230,엠에프엠코리아(주),2021/12,0.0,0.0,0.49
327260,알에프머트리얼즈(주),2020/12,0.0,0.0,0.48
331920,(주)셀레믹스,2021/12,0.0,0.0,0.22
332570,(주)와이팜,2021/12,1.0,0.0,0.32
335810,프리시젼바이오(주),2021/12,0.0,0.0,0.37
336370,솔루스첨단소재(주),2021/12,0.0,0.0,0.45
348150,(주)고바이오랩,2021/12,0.0,0.0,0.16
354200,(주)엔젠바이오,2021/12,0.0,0.0,0.16
900040,차이나그레이트스타인터내셔널리미티드,2017/12,1.0,1.0,0.84
900070,글로벌에스엠테크리미티드,2018/12,1.0,1.0,0.74
900100,애머릿지코퍼레이션,2012/12,0.0,1.0,0.56
900110,이스트아시아홀딩스인베스트먼트리미티드,2020/12,1.0,0.0,0.17
900130,웨이포트유한공사,2012/12,0.0,0.0,0.37
900140,엘브이엠씨홀딩스(주),2018/12,0.0,0.0,0.44
900260,로스웰인터내셔널유한회사,2020/12,0.0,0.0,0.41
950130,(주)엑세스바이오인코퍼레이션,2015/12,0.0,1.0,0.65
950140,잉글우드랩(주),2017/12,0.0,0.0,0.31
950160,코오롱티슈진(주),2018/12,0.0,0.0,0.29
950200,(주)소마젠,2021/12,0.0,0.0,0.45
